bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
1,Lux,Vayne,Veigar,Warwick,Annie,Galio,Renekton,Kayn,Anivia,Xayah
0,Lulu,Vayne,Zed,Vi,Riven,Ahri,Garen,Leona,Jhin,Diana
1,Jax,MasterYi,Tristana,Nami,Malzahar,Gragas,Pantheon,Anivia,Sivir,Lulu
0,Illaoi,Morgana,Ashe,Nidalee,Malzahar,Vayne,XinZhao,Maokai,Bard,Anivia
1,Blitzcrank,Yasuo,Ezreal,Corki,JarvanIV,Kayn,Ahri,Zilean,Darius,Lucian
0,Leona,Ezreal,Warwick,Malzahar,Gragas,MissFortune,Poppy,Riven,Lux,Brand
1,Brand,Viktor,Ashe,Sejuani,Renekton,Cassiopeia,Tristana,Gnar,Gragas,Taric
0,Talon,Kayle,Riven,Caitlyn,Fiddlesticks,Rakan,Xayah,Chogath,Yasuo,Kassadin
0,Soraka,Vladimir,Rengar,Camille,Vayne,Irelia,Xayah,Sona,Anivia,Rammus
0,Ashe,Riven,Zed,Leona,Akali,TahmKench,Khazix,Malphite,Caitlyn,Yasuo
1,Braum,Amumu,Sivir,Lux,JarvanIV,Varus,Diana,LeeSin,Thresh,Mordekaiser
0,Jhin,Ornn,Singed,JarvanIV,Lux,KogMaw,Lissandra,Jayce,Zac,Sona
0,Thresh,Galio,Camille,LeeSin,Xayah,Ashe,Zed,Azir,Ornn,Janna
1,Lissandra,Jinx,Soraka,Nasus,Gragas,Warwick,Jax,Thresh,Lucian,Ahri
0,Tristana,Kled,Shaco,Veigar,Janna,Velkoz,Yasuo,Xayah,Amumu,Rakan
0,Brand,Jinx,Shaco,Darius,Bard,Gnar,Sona,Kalista,LeeSin,Anivia
0,Tristana,Zac,Renekton,TwistedFate,Sona,Twitch,Illaoi,Bard,Warwick,Cassiopeia
1,Tristana,Braum,Darius,Graves,Gangplank,Vayne,Thresh,Jhin,Cassiopeia,Gragas
1,Aatrox,Cassiopeia,Rammus,Lux,Jhin,Jinx,XinZhao,Blitzcrank,Azir,Trundle
0,Janna,Warwick,Annie,Ahri,Sivir,Vayne,Fizz,Fiora,Soraka,Sejuani
1,Ornn,Sion,Blitzcrank,Yasuo,Thresh,Sona,MasterYi,Vayne,Ahri,Irelia
0,Kayn,Lux,Darius,Jhin,Blitzcrank,Khazix,Tristana,Vayne,Ekko,Lulu
0,Fiddlesticks,Jhin,Gragas,Thresh,Rengar,Draven,Rakan,Nidalee,Camille,Kassadin
1,Lucian,Ornn,Ezreal,LeeSin,Zyra,Pantheon,Varus,Velkoz,Gangplank,Katarina
1,Taric,Kindred,LeeSin,Katarina,Nasus,XinZhao,Nami,Vayne,Leblanc,Renekton
0,Janna,Veigar,RekSai,Fiora,Caitlyn,Teemo,Jax,Zac,Varus,Bard
1,Nasus,Sona,Twitch,LeeSin,Karthus,Tristana,Cassiopeia,Rakan,Jax,Chogath
0,Sivir,Ahri,Renekton,TahmKench,Garen,Taliyah,Ashe,Alistar,Kayle,MasterYi
1,Syndra,Janna,Tristana,Shen,XinZhao,Gnar,Ivern,Lux,KogMaw,Sona
0,Lux,Draven,Thresh,Jax,Khazix,Udyr,Gnar,Malzahar,Nami,Twitch
0,Lulu,Twitch,Ekko,Khazix,Shyvana,Garen,Poppy,Kennen,Jhin,Annie
0,Ornn,Zed,Bard,Khazix,Ashe,Lucian,Warwick,Ryze,Gangplank,Thresh
1,Blitzcrank,LeeSin,Caitlyn,Riven,Brand,Zed,Elise,Shen,Ezreal,Lulu
1,Ziggs,Jax,LeeSin,Xayah,Braum,Ezreal,Sona,Amumu,Zed,Kayn
0,Bard,Jhin,Yasuo,Orianna,Warwick,Thresh,Vayne,Azir,Fiora,MasterYi
0,Chogath,Xerath,KogMaw,Skarner,Poppy,Nasus,Zilean,Vayne,Ornn,Nidalee
1,Udyr,Tristana,Swain,Morgana,Zed,Jinx,Taric,Vladimir,Diana,Fizz
0,Talon,MissFortune,Chogath,Rengar,Janna,Tristana,Karma,LeeSin,Urgot,Syndra
0,Kayn,Soraka,Corki,Malzahar,Jax,Rakan,Velkoz,Garen,Xayah,Vi
0,XinZhao,Twitch,Thresh,Velkoz,MonkeyKing,Poppy,Ahri,Sejuani,Olaf,Caitlyn
0,Sion,Karthus,Draven,Shaco,Ornn,Quinn,Zyra,Twitch,LeeSin,Vladimir
1,Fiora,Xayah,Corki,Nami,Rengar,Diana,Urgot,Taric,Orianna,Yasuo
0,Vayne,Nami,Galio,JarvanIV,Garen,MissFortune,Sona,Fizz,Akali,Shyvana
1,Sona,Kled,Tristana,Veigar,Khazix,Pantheon,TwistedFate,Jinx,Garen,Lulu
0,Bard,Ashe,Ahri,JarvanIV,Urgot,Pantheon,TwistedFate,Jax,Leona,Xayah
1,Malzahar,Twitch,Shen,Soraka,Evelynn,Diana,MasterYi,Ezreal,Taric,Gangplank
1,Rakan,Draven,Zed,Cassiopeia,Shaco,Yasuo,Ezreal,Teemo,Kayn,TahmKench
0,Thresh,Draven,Garen,Shaco,Cassiopeia,Jhin,Diana,Lulu,Jayce,Katarina
1,Ekko,MasterYi,Lissandra,Thresh,Caitlyn,Kennen,Zed,Kayn,Alistar,Varus
1,Kassadin,Xayah,Nami,Kayn,DrMundo,Jax,Quinn,Cassiopeia,Thresh,Jhin
0,JarvanIV,Janna,DrMundo,Vayne,Syndra,Shen,Thresh,Annie,Tristana,Gragas
0,Darius,Leblanc,Kalista,Thresh,Vi,Xayah,TahmKench,Gangplank,Syndra,Trundle
0,Ashe,MissFortune,Garen,Yasuo,Zac,MasterYi,Vayne,Gnar,Bard,Orianna
1,Anivia,Bard,Vayne,Mordekaiser,Nidalee,Lucian,Riven,Chogath,Leona,Velkoz
1,Riven,JarvanIV,Xayah,Braum,Talon,Kalista,Warwick,Leona,Orianna,Annie
0,Riven,Chogath,Sona,Lucian,Ezreal,Khazix,Velkoz,Soraka,Garen,Draven
1,Karma,Garen,Shyvana,Caitlyn,Malzahar,Swain,Jhin,Yasuo,Malphite,Morgana
0,Blitzcrank,Caitlyn,Camille,Akali,JarvanIV,Lulu,Tristana,Khazix,Pantheon,Ziggs
0,Gangplank,Ekko,Kalista,Alistar,Chogath,Kayn,Rakan,Xayah,Ahri,Gragas
0,Syndra,Soraka,Jinx,Talon,LeeSin,Gnar,Jax,Sona,Tristana,Vladimir
0,Ashe,Jax,Lulu,Malzahar,Chogath,Fiora,Maokai,Jinx,Zilean,Zyra
1,Blitzcrank,Nidalee,Jinx,Gangplank,Annie,Sona,Lucian,Darius,Kayn,Ekko
1,Olaf,Diana,Xayah,Braum,Taliyah,Nautilus,Swain,Nasus,DrMundo,Jinx
0,Talon,Soraka,Fiddlesticks,Diana,Kalista,Sona,Swain,Ezreal,Kled,MasterYi
1,Jhin,Nocturne,Annie,Zyra,Renekton,Janna,Jax,Orianna,Lucian,Tryndamere
0,Brand,Jinx,Soraka,Riven,Gragas,Yasuo,Kayn,Twitch,Corki,Taric
0,Kayn,Azir,Bard,Caitlyn,Nasus,Draven,Janna,Viktor,RekSai,Akali
0,Fizz,Nami,Jinx,MasterYi,Gnar,Vi,Riven,Twitch,Karma,Lux
1,Lucian,Xayah,Ziggs,Ornn,Khazix,Hecarim,Nami,Ashe,Corki,Garen
1,Morgana,Sona,MissFortune,Jax,MasterYi,Akali,Khazix,Draven,Kayn,Orianna
0,Ekko,MasterYi,Garen,Nidalee,Jhin,Graves,Thresh,Urgot,Twitch,Yasuo
0,Rakan,Quinn,Maokai,Jhin,Zed,Nami,Sivir,Vladimir,JarvanIV,Talon
1,Rammus,Darius,Ekko,Taliyah,Tristana,KogMaw,Soraka,Nocturne,Zed,Graves
1,Tristana,Yasuo,Zyra,Jax,RekSai,Draven,Zed,Karma,JarvanIV,Nidalee
1,Caitlyn,Lulu,Sona,Nasus,MasterYi,Lux,Twitch,Blitzcrank,Jayce,Kayn
1,Jhin,Aatrox,Nami,Kindred,Zed,Kalista,Leona,Leblanc,Ornn,Warwick
0,Corki,Zac,Cassiopeia,Rammus,Vayne,Caitlyn,Karma,Nidalee,Lux,Tryndamere
1,Yasuo,Jhin,Rakan,MasterYi,Katarina,Jinx,Quinn,Evelynn,Rumble,Janna
0,Tryndamere,Caitlyn,Amumu,Zed,Brand,Kassadin,Gragas,Kled,Bard,Ezreal
1,Soraka,Vayne,Olaf,Gangplank,Yasuo,Tristana,Kayn,MonkeyKing,Ashe,Velkoz
1,Yasuo,Kalista,Braum,Anivia,Khazix,Shen,Lucian,Riven,Morgana,Ornn
1,Corki,Twitch,Sona,Heimerdinger,MonkeyKing,Zilean,LeeSin,Swain,Tristana,Yasuo
1,Xayah,Anivia,MasterYi,Shen,Soraka,Nasus,Sejuani,Vayne,Orianna,Taric
0,Lux,Orianna,Darius,Caitlyn,MasterYi,Hecarim,Fizz,Jinx,Swain,Alistar
0,Orianna,Xayah,Kindred,XinZhao,Thresh,Jax,Rengar,Leona,Zed,Jhin
1,Riven,Malzahar,Janna,LeeSin,Ashe,Orianna,Lulu,Renekton,Tristana,Maokai
1,Darius,Aatrox,Akali,Jinx,Lulu,Twitch,Janna,Lux,Sejuani,Gangplank
0,Gragas,Jayce,Xayah,Xerath,Leona,Karma,Ivern,Ashe,Quinn,Alistar
0,Teemo,Lucian,Khazix,Viktor,Nautilus,Janna,Tristana,Akali,Sejuani,Riven
0,Xayah,Thresh,Sejuani,Gangplank,Ziggs,Fizz,XinZhao,MonkeyKing,Draven,Janna
0,Diana,Draven,Karma,Kled,Vayne,Braum,MasterYi,Lux,Lucian,Malphite
0,Riven,Graves,Malphite,Corki,Lulu,Urgot,Thresh,Draven,Zed,Elise
0,Veigar,Leona,Malzahar,Olaf,Xayah,MissFortune,Gangplank,Brand,Morgana,Amumu
0,Kayn,Nasus,Ezreal,Zed,JarvanIV,Fizz,Shaco,Thresh,Garen,Twitch
0,Vayne,Ziggs,Fiora,Janna,Sejuani,Jax,Warwick,Jhin,Thresh,Veigar
1,Khazix,Caitlyn,Galio,Blitzcrank,Twitch,MonkeyKing,Shyvana,Jinx,Velkoz,Janna
1,Talon,Soraka,KogMaw,MasterYi,Viktor,Kayn,Sona,Heimerdinger,Sivir,Lux
1,Veigar,Zed,Teemo,Garen,Warwick,Ryze,Twitch,Tryndamere,Zyra,Elise
0,Draven,Vi,Morgana,Talon,Ryze,Orianna,Fiddlesticks,Sona,Yorick,MissFortune
0,Twitch,LeeSin,Galio,Rakan,Ezreal,JarvanIV,Fizz,Cassiopeia,Lulu,Vayne
1,Thresh,Varus,Trundle,Morgana,Chogath,Warwick,Renekton,Lux,Xayah,Alistar
0,Warwick,Darius,Kassadin,Ashe,Zilean,Khazix,Fizz,Heimerdinger,Nami,Twitch
1,Corki,Thresh,Chogath,MasterYi,MissFortune,Draven,Yasuo,Sejuani,Vi,Gragas
0,Warwick,Caitlyn,TahmKench,Leblanc,Darius,Heimerdinger,Nautilus,MasterYi,Vladimir,Xayah
1,Diana,Swain,LeeSin,Lucian,Blitzcrank,Morgana,Warwick,XinZhao,Orianna,Caitlyn
0,Taric,Corki,Lucian,Rengar,Fiddlesticks,Sejuani,Kalista,Jax,Thresh,Taliyah
0,Rengar,Rakan,Orianna,Draven,Nasus,Tristana,Lux,Darius,Nami,Sejuani
0,Lux,Vayne,Soraka,Trundle,Ornn,Chogath,Sona,Khazix,TwistedFate,Twitch
1,Fiddlesticks,Lulu,Tryndamere,Karthus,Draven,Tristana,Shen,Braum,Hecarim,Annie
0,Nocturne,Blitzcrank,Jhin,Galio,Lux,Thresh,Ezreal,Brand,LeeSin,Yasuo
0,Sion,Orianna,Kayle,Varus,Jax,Jinx,Vi,Leblanc,Volibear,Teemo
1,Chogath,TwistedFate,Rengar,Jinx,Lux,Warwick,Soraka,MissFortune,Jayce,Fizz
1,Jax,Talon,Jinx,Warwick,Zilean,Vayne,Kindred,Tryndamere,Lux,Blitzcrank
0,Lux,Twitch,Aatrox,Nami,Khazix,Gragas,Galio,Riven,Leblanc,Jinx
1,Hecarim,Pantheon,Brand,Draven,Blitzcrank,Xerath,Jinx,Kindred,XinZhao,Morgana
1,Maokai,Twitch,Rumble,Bard,Jayce,Elise,Swain,Xayah,Thresh,Yasuo
0,Shen,Zyra,Tristana,Twitch,Syndra,Garen,Varus,Nautilus,Lucian,Diana
1,Gnar,Xayah,Kayn,Darius,Taric,XinZhao,Vayne,LeeSin,Sivir,Annie
1,Ashe,Heimerdinger,Khazix,Blitzcrank,Kayn,Soraka,Ahri,Tristana,Maokai,Vi
0,Gragas,Darius,Caitlyn,Velkoz,Nidalee,Fizz,MonkeyKing,Khazix,Xayah,Rakan
0,Ornn,Amumu,TwistedFate,Kalista,Blitzcrank,Diana,Urgot,Nami,Vi,Tristana
0,Ashe,Annie,Urgot,Karma,Zac,LeeSin,Braum,Akali,Quinn,Jinx
0,Vayne,Soraka,Renekton,Malzahar,Twitch,Lucian,Yasuo,Ezreal,Jax,Leona
1,Orianna,Tristana,Sona,Lucian,Nocturne,Sejuani,Riven,Morgana,Xayah,Ekko
1,Xayah,MasterYi,Lulu,Fizz,Brand,Diana,Tryndamere,Jhin,Ekko,Blitzcrank
0,Morgana,Jayce,Aatrox,Vayne,Braum,Shen,Fizz,Sona,Tristana,Jax
0,Kayn,Velkoz,Vi,Nami,Jhin,Caitlyn,Udyr,Thresh,Ziggs,Fiora
0,Renekton,Orianna,Braum,Lucian,Volibear,Rengar,Pantheon,Jinx,Karma,Leona
0,Vayne,Ahri,Nunu,Blitzcrank,Irelia,Ekko,Olaf,Cassiopeia,Leona,Tristana
0,Orianna,Tryndamere,Alistar,Jinx,XinZhao,Tristana,Shyvana,Malphite,Janna,Anivia
1,Morgana,Ziggs,XinZhao,Jinx,Renekton,Rammus,Yasuo,Zyra,Lucian,Malphite
1,Galio,Rengar,Kayn,Jinx,Lulu,JarvanIV,Ekko,MissFortune,Ornn,Riven
0,Ahri,XinZhao,Akali,Janna,Twitch,Leona,Urgot,Orianna,Tryndamere,MissFortune
1,Yasuo,Malphite,MonkeyKing,Lucian,Nautilus,Jax,Shen,Garen,Xayah,Katarina
0,Shen,Janna,Twitch,Vi,Orianna,Ziggs,Evelynn,Riven,KogMaw,Blitzcrank
0,Karma,Diana,Ziggs,MasterYi,Lucian,Cassiopeia,Fiora,Caitlyn,Udyr,Morgana
0,Zyra,Caitlyn,Khazix,Rakan,Yasuo,Nocturne,Jax,Thresh,Twitch,Orianna
0,MissFortune,Bard,Leblanc,Shaco,Ornn,Urgot,LeeSin,Janna,Karma,Jinx
1,Tristana,Ryze,Tryndamere,Sona,Graves,Gnar,Ashe,Anivia,MonkeyKing,Talon
0,Sejuani,Morgana,Lux,Ashe,Garen,Rumble,Jinx,Katarina,Warwick,Rakan
1,Ahri,Kalista,Rakan,Kayn,Khazix,Lux,MonkeyKing,Xayah,Soraka,Vayne
0,Elise,Blitzcrank,Vayne,Yasuo,Renekton,Garen,AurelionSol,Varus,Sona,Jax
0,Riven,Zed,Diana,Brand,Ashe,MonkeyKing,DrMundo,Karthus,Thresh,Draven
0,Jax,Ziggs,Camille,Thresh,Kalista,Nasus,Jinx,Anivia,Lux,Ekko
0,Morgana,Xayah,Urgot,LeeSin,Orianna,MasterYi,Syndra,Thresh,Rakan,Anivia
0,Tristana,MasterYi,Cassiopeia,Illaoi,Leona,Yasuo,Lulu,Jax,Ashe,Orianna
0,Tristana,Talon,Amumu,Gangplank,Thresh,Lulu,Camille,JarvanIV,Lissandra,Vayne
0,Kled,Kassadin,MissFortune,Soraka,Diana,Warwick,Janna,Jinx,Annie,Vladimir
1,Blitzcrank,Ekko,Ashe,JarvanIV,Diana,LeeSin,Vayne,Ahri,Poppy,Nami
1,MissFortune,Yasuo,Leona,Brand,Sejuani,Soraka,Swain,Nasus,LeeSin,Vayne
1,Twitch,Rakan,Gangplank,Malphite,Maokai,Leona,Jinx,Talon,Rumble,Kayn
1,LeeSin,Tristana,Gnar,Zyra,Blitzcrank,Jayce,Twitch,Lulu,TwistedFate,MasterYi
0,Ahri,Nami,Rengar,Graves,Tristana,MissFortune,Nasus,TwistedFate,JarvanIV,Soraka
0,Zed,Irelia,Evelynn,Alistar,Draven,Illaoi,Vayne,Katarina,Rakan,LeeSin
0,Ekko,XinZhao,Tristana,Maokai,Thresh,Riven,Brand,Sejuani,Janna,Sivir
0,Tryndamere,Morgana,Vayne,Ahri,Gragas,Ashe,Thresh,Jax,Warwick,Ziggs
1,KogMaw,Janna,Riven,Veigar,Poppy,Kindred,Morgana,MasterYi,Jhin,Nunu
0,Irelia,Zed,Gragas,Xayah,Soraka,Nami,Ashe,Ahri,Garen,Brand
0,Fiddlesticks,Kindred,Varus,Fizz,Lucian,Nautilus,Gragas,Twitch,MasterYi,Pantheon
0,Kalista,Lux,Khazix,TahmKench,Vladimir,Garen,Thresh,LeeSin,Jhin,Leblanc
1,Taric,Varus,Tryndamere,Fizz,Kayn,Nautilus,Jax,Zed,Shyvana,Vayne
1,Lulu,Tristana,Zed,Ekko,Fiddlesticks,Nautilus,Lucian,Velkoz,Thresh,Varus
0,Thresh,Lucian,Ezreal,Nasus,MonkeyKing,Tristana,Leblanc,JarvanIV,LeeSin,Soraka
1,Draven,Elise,Yasuo,Blitzcrank,Zed,Fizz,Sejuani,Zyra,Singed,Tristana
0,Caitlyn,Malphite,Sion,TwistedFate,Kayn,Sivir,Janna,LeeSin,Chogath,Yasuo
0,Malzahar,Rammus,Kalista,Galio,Urgot,Tristana,Kayn,Veigar,Jax,Anivia
0,Rakan,Khazix,Veigar,Ashe,Ornn,Twitch,Morgana,Anivia,Garen,Poppy
1,TwistedFate,Urgot,Xayah,Velkoz,Lux,Riven,Ezreal,MissFortune,Nami,Twitch
0,Braum,Caitlyn,Irelia,Nocturne,Syndra,MasterYi,Lux,Vladimir,Jinx,Blitzcrank
1,Kayle,Vayne,Gangplank,Braum,MasterYi,Fiora,Rakan,Xerath,Rammus,Xayah
1,Darius,Zed,Udyr,MissFortune,Thresh,Braum,Vladimir,Diana,Gnar,Jinx
0,Draven,Nautilus,Gragas,Zed,MasterYi,Chogath,Veigar,Nidalee,Janna,Ashe
0,Rumble,Talon,Soraka,MonkeyKing,Vayne,Lucian,Malzahar,Urgot,Thresh,Syndra
1,Syndra,Leona,LeeSin,Jhin,Darius,Shyvana,Bard,Morgana,Kalista,Irelia
1,Vladimir,Sejuani,Ornn,Karma,Tristana,Lux,JarvanIV,Morgana,Urgot,Quinn
1,Annie,Fiora,Nautilus,Malzahar,Ashe,Thresh,Diana,Yasuo,Garen,KogMaw
0,Gragas,Jinx,Braum,MasterYi,Fiora,Ashe,Teemo,Blitzcrank,Evelynn,Jayce
1,Gragas,Xerath,Kennen,Singed,Urgot,Ashe,Warwick,Thresh,Zed,Renekton
1,Braum,Kalista,Warwick,TwistedFate,Illaoi,Gragas,Thresh,Leblanc,Ashe,Maokai
0,Corki,Yasuo,Gragas,Ezreal,Thresh,Lulu,Vayne,Shaco,Ahri,Renekton
0,Taric,LeeSin,Varus,Jax,Annie,Ekko,Chogath,Thresh,Lucian,Malphite
0,Ezreal,Thresh,Morgana,Kindred,Quinn,Kled,Hecarim,Orianna,Twitch,Blitzcrank
0,Galio,Skarner,Karma,Caitlyn,Orianna,Twitch,LeeSin,Vladimir,Jax,Morgana
0,Syndra,Jhin,Kayn,TwistedFate,Gnar,MissFortune,Poppy,Chogath,Sion,Zed
1,Rengar,Malzahar,Shen,Tristana,Sona,Sivir,Janna,Lux,Jax,Darius
0,Riven,Veigar,MissFortune,Leona,LeeSin,Twitch,Tristana,Thresh,Gnar,Ekko
0,Ekko,Yasuo,Maokai,Jinx,Shen,KogMaw,Lulu,Khazix,Gnar,Ahri
1,Lissandra,Gragas,Lucian,Braum,Nasus,Garen,TahmKench,Kassadin,Vayne,Maokai
1,TahmKench,Xayah,Olaf,Kayn,Corki,Draven,Gangplank,Irelia,RekSai,Rakan
1,Jinx,Taric,Swain,Khazix,Gangplank,Graves,Jax,Caitlyn,Bard,Ahri
0,Soraka,Veigar,LeeSin,MissFortune,Riven,Xayah,Sona,Warwick,Kindred,Cassiopeia
0,Riven,TwistedFate,XinZhao,Leona,Kalista,Pantheon,Gangplank,Ezreal,Ahri,Gragas
1,Shyvana,Camille,Annie,Nautilus,Xayah,Ashe,MasterYi,Tryndamere,Leona,Blitzcrank
1,Kayn,Braum,Lucian,Ornn,Leblanc,Jhin,Nami,Cassiopeia,Irelia,Skarner
0,Katarina,RekSai,Darius,Ashe,Annie,Rumble,Karthus,LeeSin,Tristana,Blitzcrank
1,Elise,Tristana,Bard,Velkoz,Jax,Lucian,Swain,Warwick,Fizz,Soraka
1,Yasuo,Leblanc,Soraka,Kayn,MissFortune,KogMaw,Poppy,Galio,Taric,Khazix
0,Thresh,Orianna,Twitch,RekSai,DrMundo,Riven,Blitzcrank,MissFortune,Rammus,AurelionSol
1,Karma,Yasuo,Rammus,Kassadin,Varus,Kayn,Fiddlesticks,Jinx,Brand,Shen
1,Evelynn,Lissandra,Tristana,Rakan,Maokai,Brand,Ashe,Illaoi,Galio,Rammus
0,Lucian,Teemo,Thresh,Ahri,Galio,LeeSin,Twitch,MonkeyKing,Leona,Viktor
1,Tristana,Gnar,JarvanIV,Yasuo,Rakan,Jax,Rengar,Galio,Jinx,Ekko
0,Jayce,Tristana,Kennen,Akali,Darius,Morgana,Tryndamere,Diana,Jhin,Vi
0,Rammus,Teemo,Sion,Zed,MissFortune,Janna,JarvanIV,Orianna,LeeSin,Jinx
0,Karma,Tryndamere,Akali,Kennen,Jinx,Leona,Darius,Draven,Volibear,Lux
1,Thresh,Galio,Varus,Udyr,Jinx,Sona,Vi,Lux,Riven,Vayne
0,Gnar,Janna,Ashe,Annie,Poppy,XinZhao,Maokai,Lulu,Vayne,Ziggs
1,Blitzcrank,Tristana,Riven,LeeSin,TwistedFate,Vayne,Maokai,Karthus,Morgana,Jhin
0,Braum,Caitlyn,Ornn,Talon,LeeSin,Sejuani,Shen,Gangplank,Ashe,Sion
0,Tryndamere,Ashe,Lux,Thresh,LeeSin,Draven,MasterYi,Ahri,Leona,Riven
0,Vayne,Ekko,Blitzcrank,Gnar,Kindred,Jinx,Sona,Yasuo,Teemo,Jax
0,Tristana,Riven,Nidalee,Talon,Thresh,Cassiopeia,Darius,LeeSin,Sona,Vayne
1,Cassiopeia,Soraka,Rammus,Gangplank,Jhin,Nasus,Khazix,Xayah,Blitzcrank,TwistedFate
0,Yasuo,Twitch,Morgana,LeeSin,Pantheon,Graves,Vi,Katarina,Chogath,Lucian
1,LeeSin,Urgot,Soraka,KogMaw,Fizz,Khazix,Sion,Lucian,Jhin,Leona
0,Kalista,Yasuo,Nasus,Chogath,Rakan,Sivir,Kayn,Thresh,Kassadin,Shen
0,Jinx,Amumu,Urgot,Yasuo,Blitzcrank,Twitch,Zed,Garen,Nautilus,Sivir
0,Thresh,Taliyah,Jax,Draven,Graves,Elise,Darius,Velkoz,Morgana,Jinx
1,Blitzcrank,Nasus,Caitlyn,Ahri,Warwick,Fizz,Pantheon,MasterYi,Kennen,Leona
1,MonkeyKing,Lux,Jinx,Rengar,Bard,Zilean,Camille,Soraka,Hecarim,Twitch
1,Nami,Sivir,Darius,Zed,LeeSin,Morgana,Lucian,Shyvana,Brand,Nasus
1,KogMaw,Kled,Galio,Tristana,Nami,Ekko,Bard,MissFortune,DrMundo,Shaco
1,Tryndamere,LeeSin,Jhin,Morgana,Velkoz,Ekko,Fiora,Thresh,Draven,Khazix
1,Riven,Twitch,Gnar,Morgana,Corki,Warwick,Tristana,Blitzcrank,Diana,Quinn
1,Darius,Caitlyn,Thresh,Xerath,Nidalee,Kindred,Heimerdinger,Soraka,Velkoz,Ezreal
1,Taric,Gnar,Elise,Kalista,Gangplank,Taliyah,Gragas,Jhin,Tryndamere,Lux
0,Graves,Yasuo,Leona,Jhin,Ekko,Blitzcrank,Vayne,Zed,Teemo,Kayn
1,Irelia,Jayce,Nautilus,Tristana,Khazix,Fiora,Corki,Bard,Lucian,MasterYi
0,Alistar,Ezreal,Jax,Quinn,Lissandra,Bard,Leona,LeeSin,Yasuo,Fizz
1,Nami,Draven,Urgot,Shen,Vladimir,LeeSin,Ahri,Gangplank,Janna,Lucian
0,Taric,Varus,Akali,Darius,LeeSin,Malzahar,Khazix,Lulu,Singed,Ashe
1,Ziggs,Nami,Yasuo,Twitch,MasterYi,Orianna,Shyvana,Ahri,Ornn,Lucian
1,LeeSin,Tristana,Janna,Singed,Ekko,Xerath,Jax,MissFortune,JarvanIV,Morgana
1,Azir,Rengar,Lucian,Malphite,Leona,Riven,Ashe,Janna,LeeSin,Syndra
1,MonkeyKing,Twitch,Chogath,Ekko,Janna,Vayne,Taric,Kayn,Annie,Garen
0,Kayn,Talon,Ashe,Rakan,Taliyah,Xayah,Garen,Leblanc,Tryndamere,Leona
1,Trundle,Twitch,Khazix,Rakan,Ezreal,Lucian,Thresh,Kassadin,Graves,Gangplank
1,Tryndamere,Ezreal,Nami,Sejuani,Karma,Syndra,Gnar,LeeSin,Taric,Lucian
0,Zed,Xayah,Teemo,Rakan,Quinn,Janna,Garen,Hecarim,MissFortune,TwistedFate
1,Nami,Taliyah,Nasus,Shyvana,Tristana,Leona,Kalista,Khazix,Chogath,Anivia
1,Jinx,Ezreal,Anivia,Ornn,Lulu,Jax,Tristana,Twitch,Thresh,Karthus
0,Renekton,Leblanc,Bard,MasterYi,Vayne,Yasuo,XinZhao,Lux,Akali,Lucian
0,Sona,Jhin,Gnar,Ziggs,Kayn,JarvanIV,Blitzcrank,Taliyah,Maokai,Tristana
1,Twitch,Cassiopeia,Yasuo,Nocturne,Sona,Morgana,Aatrox,Ornn,Gangplank,Varus
1,Khazix,Bard,Ezreal,Jayce,Yasuo,Warwick,Cassiopeia,Camille,Tristana,Thresh
1,Sivir,Trundle,Nami,Maokai,Anivia,Nocturne,Sona,Caitlyn,Ezreal,JarvanIV
0,Nocturne,Twitch,Sona,Fiora,Leblanc,Ashe,Zilean,Ahri,Udyr,JarvanIV
1,Thresh,JarvanIV,Darius,Jhin,Ekko,Cassiopeia,Rumble,Karma,Varus,Rammus
1,MissFortune,Annie,Sion,Vladimir,Nautilus,MasterYi,Lux,Velkoz,Tryndamere,Jinx
1,Yorick,Lux,XinZhao,Ahri,Draven,Jinx,Ekko,Lulu,Jax,MasterYi
1,Yorick,Malzahar,Diana,Caitlyn,Vayne,Khazix,Thresh,Gnar,Ekko,Twitch
1,Galio,Bard,Aatrox,Thresh,Lucian,Sivir,Nasus,Nami,Ziggs,Jax
0,TahmKench,Annie,Xayah,Bard,Garen,MasterYi,Ezreal,Yasuo,Kassadin,Anivia
0,Xayah,Talon,Rakan,Ornn,Warwick,Graves,Ezreal,Fizz,Bard,Tristana
1,Camille,Elise,Zed,Zyra,Lucian,Renekton,Nidalee,Ekko,Kalista,TahmKench
1,Malzahar,Rakan,Jhin,Diana,Fiora,Janna,MissFortune,Kayn,Gangplank,Kassadin
0,Morgana,JarvanIV,Taliyah,Quinn,Tristana,Sivir,Galio,Poppy,Kayn,Blitzcrank
0,TwistedFate,Sivir,Renekton,LeeSin,Janna,Elise,Tryndamere,Viktor,Lucian,Braum
1,Soraka,JarvanIV,Jax,Tristana,Lux,Ezreal,Zyra,Khazix,Kassadin,Malzahar
1,Vi,Fiora,KogMaw,Nami,Gangplank,Syndra,Brand,Ezreal,JarvanIV,Kayn
1,MasterYi,Viktor,Velkoz,Jinx,Irelia,Vayne,Sivir,Diana,Sona,Chogath
1,Elise,Ekko,Vayne,Lulu,Riven,Jhin,Fiora,Diana,Leona,Warwick
