bResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
0,LeeSin,Sion,Velkoz,Urgot,Ezreal,Maokai,Janna,Jinx,Veigar,Renekton
1,Rammus,Anivia,Vayne,Thresh,Nasus,Lucian,Nami,MissFortune,Jax,Gragas
1,Janna,Heimerdinger,Draven,Zac,Teemo,Camille,Twitch,Orianna,Bard,Olaf
0,Kennen,Rakan,Xayah,Graves,Ornn,Jayce,Kayle,Kalista,Brand,Poppy
1,RekSai,Tryndamere,Syndra,Tristana,Rakan,Yasuo,Poppy,KogMaw,Taric,Corki
1,Rakan,Udyr,Xayah,XinZhao,TwistedFate,Akali,Shen,Khazix,Veigar,Twitch
0,Twitch,Ezreal,Tryndamere,Syndra,Brand,Orianna,Camille,Hecarim,Nautilus,Vayne
1,Bard,Thresh,Shen,Lucian,Kayn,Renekton,Jhin,Sejuani,Zyra,Anivia
1,Tristana,Leona,Riven,Chogath,Lux,Orianna,Vladimir,Lulu,Twitch,Zac
1,Graves,Heimerdinger,Blitzcrank,Jinx,Khazix,Braum,Lucian,Camille,Azir,Nidalee
0,Vayne,Kayn,Jhin,Zed,Bard,TwistedFate,Lucian,Vi,Nami,Jax
1,Brand,Shen,Ashe,XinZhao,Syndra,Nautilus,Gangplank,Zed,Jax,Draven
1,Yasuo,Ekko,Annie,Morgana,Jinx,Rumble,Leona,Lucian,Shyvana,Talon
1,JarvanIV,Gragas,Janna,KogMaw,Chogath,Camille,Caitlyn,Zyra,Trundle,Lissandra
0,LeeSin,Sona,Ezreal,Nautilus,Yasuo,Xayah,Jayce,Ekko,Janna,RekSai
1,Taric,Ashe,Kassadin,Jayce,Sejuani,Chogath,Karma,Riven,Sivir,Taliyah
0,Urgot,Tristana,Fiora,Talon,Kayn,Malphite,Soraka,Kassadin,Caitlyn,Yasuo
0,JarvanIV,Ashe,Sona,Jax,Katarina,Kayn,Annie,Shen,Blitzcrank,Varus
1,Zac,Renekton,Ahri,Janna,Draven,Irelia,Malzahar,TahmKench,Rammus,Tristana
1,JarvanIV,Fizz,Blitzcrank,Jhin,Garen,Gangplank,Sivir,Taric,Jax,Irelia
1,Riven,Tryndamere,Lucian,Twitch,Rakan,Ashe,Thresh,Azir,Camille,LeeSin
0,Nasus,Soraka,Tristana,Ziggs,Vi,Varus,Ahri,Garen,Gragas,Zilean
1,Maokai,Gnar,Brand,Velkoz,Draven,Bard,Jinx,Kassadin,Elise,Yorick
0,Maokai,Twitch,Malphite,Janna,TwistedFate,Gragas,Camille,Sivir,Orianna,Leona
1,LeeSin,Heimerdinger,Ornn,Twitch,Brand,Talon,Thresh,MonkeyKing,Orianna,Lucian
0,XinZhao,Darius,Anivia,Annie,Twitch,Ornn,Hecarim,Sona,Ashe,Orianna
0,Ezreal,Orianna,Nami,Warwick,Kled,Caitlyn,Alistar,Syndra,Darius,LeeSin
1,Ezreal,Maokai,Ekko,Gangplank,Yasuo,Teemo,Twitch,Ahri,KogMaw,Blitzcrank
1,Blitzcrank,Katarina,Yorick,Draven,Vi,Lulu,Tristana,Syndra,Rammus,Nasus
0,Maokai,Rengar,Ryze,Lulu,Twitch,Heimerdinger,Varus,Karma,Kayn,Orianna
0,Mordekaiser,LeeSin,Xayah,Rakan,Garen,Kennen,Janna,Kayn,Jayce,Sivir
1,Xerath,Vladimir,Skarner,Braum,Draven,Teemo,Gragas,Zed,Thresh,Lucian
0,Velkoz,Kayn,Jhin,Morgana,Camille,Blitzcrank,Vayne,Riven,Gragas,Veigar
1,Ahri,Renekton,Yasuo,MasterYi,Caitlyn,Ornn,Velkoz,Kindred,Thresh,MissFortune
0,Heimerdinger,Rammus,Veigar,Twitch,Galio,Kayn,Alistar,XinZhao,Tristana,Brand
1,Janna,Jinx,Kayn,Twitch,Lissandra,Yasuo,Sion,LeeSin,Vayne,Syndra
1,Twitch,Chogath,Taliyah,Janna,Vayne,Ornn,Xayah,Thresh,Brand,MasterYi
1,Sivir,Malzahar,Maokai,Irelia,Janna,Varus,Twitch,Karma,Ornn,Ziggs
1,Vayne,Jax,Ahri,Leona,Warwick,Lucian,Gragas,Renekton,Janna,Tristana
0,Janna,Ornn,Shyvana,Veigar,Ezreal,Ekko,Vayne,Soraka,Vi,Riven
1,Sona,Jinx,LeeSin,Darius,Lucian,Syndra,Malphite,Rakan,Xayah,Sejuani
0,Ekko,Zilean,Vayne,Diana,MasterYi,Kassadin,Shaco,Jinx,Zyra,Fizz
0,Singed,Lulu,Lissandra,Tristana,Fiddlesticks,Janna,Sivir,Darius,Elise,Katarina
0,Syndra,Amumu,Lulu,Draven,Quinn,Riven,Sion,Xayah,Khazix,Lissandra
1,Orianna,Ekko,Shyvana,Leona,Twitch,Sona,RekSai,Lux,Jhin,Ornn
1,Zed,Evelynn,Yasuo,Braum,Ashe,Fiora,Urgot,LeeSin,MissFortune,Sona
1,Lucian,Lulu,Veigar,Khazix,Nasus,Sejuani,JarvanIV,Ekko,Sivir,Morgana
1,Maokai,Vi,Ashe,Blitzcrank,Orianna,Yasuo,Rakan,JarvanIV,Draven,Teemo
0,Cassiopeia,Pantheon,Morgana,Kayn,Vayne,Xayah,Rakan,Xerath,Elise,Jax
1,Orianna,Lucian,Gragas,Sona,Tryndamere,Caitlyn,Akali,Fiora,Thresh,Zac
0,Renekton,Cassiopeia,Vayne,Thresh,LeeSin,Xayah,Lucian,Blitzcrank,Chogath,Graves
0,Caitlyn,Sona,Graves,Chogath,Fizz,Sivir,LeeSin,Nami,Ahri,Maokai
0,Evelynn,Ekko,Caitlyn,Nautilus,Brand,Ivern,Poppy,Zyra,Jinx,Leona
0,Alistar,Twitch,RekSai,Zilean,Galio,Xayah,Sion,Nunu,Leblanc,Rakan
1,Jinx,Sona,Pantheon,Rengar,TwistedFate,Zed,Illaoi,Amumu,Janna,Vayne
0,Tristana,Morgana,Syndra,Rengar,Jayce,Riven,Zac,Yasuo,Jinx,Janna
1,Ezreal,Kayn,Blitzcrank,Khazix,Jhin,Renekton,Ivern,Katarina,Morgana,Tristana
0,Tristana,Taric,Garen,Akali,Zed,Jinx,MasterYi,Karma,Braum,Kennen
0,Azir,Ezreal,Nami,Ornn,Graves,Sona,Jhin,Riven,Annie,Jax
1,Vayne,Morgana,LeeSin,Ashe,Fiora,Anivia,Ezreal,Sejuani,Brand,Camille
1,Shyvana,Zyra,Vayne,Kayle,Veigar,Xerath,Shen,Twitch,Morgana,Khazix
1,Nasus,Blitzcrank,Varus,Shyvana,Ekko,Rengar,Corki,Lissandra,Thresh,Ezreal
0,Ashe,Zed,Bard,MonkeyKing,Thresh,Ezreal,TahmKench,Talon,Sejuani,KogMaw
1,Ahri,Fiora,Kayn,Sona,Tristana,Teemo,MissFortune,Janna,Velkoz,Sejuani
1,Zed,MissFortune,Ekko,Galio,TahmKench,Soraka,Kindred,Yasuo,Twitch,Talon
1,Quinn,Jayce,Orianna,Sona,MissFortune,Zyra,Irelia,Nami,Sivir,Riven
0,TwistedFate,Fizz,Ashe,Viktor,Thresh,Syndra,Nidalee,Kalista,Teemo,Rakan
1,Lulu,Jinx,Graves,Kennen,Soraka,Akali,Vi,Yasuo,Leona,Lucian
0,Tristana,Warwick,Soraka,Gnar,Fizz,Shyvana,Sona,Draven,Ekko,Kayle
1,Ornn,Kayn,Braum,Lux,Jinx,TwistedFate,Jax,Jhin,Amumu,Soraka
0,Leona,Xayah,Nasus,Brand,Khazix,Varus,Trundle,Sona,Talon,Jayce
0,Lux,Darius,TwistedFate,Shaco,Jhin,Renekton,Thresh,Twitch,Khazix,Kayn
1,Janna,Tristana,Lux,Hecarim,Darius,Evelynn,Jinx,Katarina,Maokai,Alistar
0,Azir,MasterYi,Gnar,Lucian,Leona,Ahri,Jhin,Taric,Kled,Sejuani
0,Amumu,Soraka,MasterYi,Vayne,Vladimir,Rengar,Ornn,Tristana,Yasuo,Kassadin
0,Talon,Fizz,Shaco,Soraka,MissFortune,Jax,Diana,Rakan,Xayah,Kled
1,Sona,Vi,Singed,Xayah,Jax,Jayce,Yasuo,Twitch,Nautilus,LeeSin
1,RekSai,Morgana,Janna,Taric,Caitlyn,Kayn,Kayle,Garen,Jhin,Lulu
1,Veigar,Sejuani,Morgana,Fiora,Caitlyn,Fiddlesticks,Brand,Jhin,Garen,Gangplank
0,Nami,Kayle,Rammus,Morgana,Lucian,Leblanc,Xayah,Evelynn,Sona,Gangplank
1,Ekko,Akali,Thresh,Twitch,Sejuani,Shen,Zed,Ashe,Bard,Gnar
1,Jhin,Olaf,Kassadin,Soraka,Kayn,Rengar,Blitzcrank,Zed,Tristana,Shen
0,Quinn,Sona,Zac,MissFortune,Veigar,Diana,Illaoi,Braum,Khazix,Vayne
0,Heimerdinger,Ahri,Gragas,Tryndamere,Galio,Twitch,Maokai,Janna,Shaco,Zed
0,Alistar,Anivia,Kayn,Urgot,Vayne,MissFortune,Jax,Annie,Morgana,Evelynn
1,Cassiopeia,Sona,Yorick,Caitlyn,Olaf,Lux,TahmKench,Gragas,Kennen,Twitch
0,JarvanIV,Sivir,Sejuani,Rakan,Diana,Cassiopeia,Blitzcrank,Warwick,Tristana,Chogath
0,Jinx,Riven,Kassadin,Maokai,Lissandra,Vayne,Kindred,Fizz,Trundle,Thresh
1,Velkoz,Ornn,Quinn,Nami,Kayn,LeeSin,Ashe,Kindred,Shen,Karthus
1,Nasus,Jinx,Morgana,Katarina,XinZhao,Jayce,Ivern,MissFortune,Leona,Ekko
0,XinZhao,MasterYi,Blitzcrank,Brand,Caitlyn,Lux,Thresh,Tristana,Tryndamere,Fiora
0,Tristana,Trundle,Vi,Thresh,Ziggs,Rumble,Leblanc,MissFortune,Blitzcrank,Chogath
1,Vladimir,Twitch,Nasus,Chogath,Soraka,Irelia,Kayn,Rakan,Tristana,Fizz
0,Ornn,Thresh,Talon,Kalista,Skarner,Rakan,Ahri,Vayne,JarvanIV,Riven
0,Brand,Fiora,Graves,LeeSin,Sivir,Riven,Ryze,Fiddlesticks,Xayah,Rakan
1,Vladimir,Lulu,LeeSin,Kled,Jinx,Tristana,Khazix,Rakan,Gragas,Viktor
1,Kassadin,Nidalee,Lulu,Tristana,Vladimir,Renekton,Blitzcrank,Draven,Kennen,Graves
1,Yorick,Twitch,Bard,Rumble,Ahri,Gnar,JarvanIV,Malzahar,Ashe,MissFortune
0,Caitlyn,Yasuo,Vi,Orianna,Brand,Vayne,Jax,Fizz,Thresh,Leblanc
1,Shen,Anivia,Sejuani,Janna,Ashe,Maokai,Rakan,Vayne,Garen,Fizz
1,Veigar,Thresh,Vayne,TahmKench,Renekton,LeeSin,Ornn,Soraka,Twitch,Brand
0,Katarina,Vi,Thresh,Draven,Tryndamere,Malzahar,Tristana,Nami,Ziggs,Amumu
0,Jhin,Syndra,Elise,Riven,Soraka,Renekton,Lux,Nocturne,Sona,Lucian
1,Viktor,Ezreal,Nami,Yorick,Ashe,Janna,Warwick,Singed,Draven,Corki
1,TwistedFate,Xayah,JarvanIV,Rakan,Garen,Twitch,Kayn,Nami,Darius,Ahri
0,Maokai,Brand,Vayne,Gnar,Anivia,Katarina,Camille,Morgana,Jinx,Vi
0,Jinx,Anivia,Maokai,Gangplank,Thresh,Braum,Malphite,Twitch,Ahri,Evelynn
1,Kassadin,Tristana,Janna,Jax,LeeSin,Evelynn,MonkeyKing,Lucian,Rakan,Orianna
1,Bard,Chogath,Kassadin,Pantheon,Ezreal,Gangplank,Leona,Twitch,Jax,AurelionSol
0,JarvanIV,Kayn,TahmKench,Tristana,Gragas,MissFortune,Rammus,Fiora,Ahri,Veigar
1,Soraka,Vayne,Twitch,Yasuo,Nasus,Janna,Jinx,Elise,Maokai,Azir
1,Galio,Blitzcrank,Tristana,DrMundo,Corki,Riven,Shen,Gangplank,KogMaw,Lulu
0,Ekko,Alistar,Jhin,Talon,Zed,Twitch,Tristana,Janna,Yasuo,Diana
1,Lulu,Xerath,Rammus,Quinn,Tristana,Xayah,Twitch,Pantheon,Viktor,Rakan
1,Lux,LeeSin,Vayne,Janna,Gangplank,Teemo,Soraka,Nidalee,Jhin,Warwick
1,Lux,Galio,Vayne,Riven,Ornn,Jinx,Ziggs,Blitzcrank,Vi,Fizz
1,Jax,Sejuani,Janna,Ezreal,Malzahar,Zed,Taric,Ashe,Chogath,Evelynn
0,Bard,Tristana,Jayce,Zyra,Rengar,Rammus,Fiddlesticks,Lucian,Lux,Urgot
1,Ziggs,Sivir,Lulu,JarvanIV,Nasus,Veigar,MasterYi,Warwick,Xayah,Rakan
1,Cassiopeia,Warwick,Rammus,Twitch,Nami,Draven,Morgana,Karthus,Khazix,Gragas
0,Kayn,Chogath,Tristana,Gangplank,Thresh,Sejuani,Talon,Ashe,Vladimir,Janna
0,Veigar,Jax,Rumble,Braum,Lucian,Sona,KogMaw,Zac,Malzahar,Renekton
1,TahmKench,Annie,Diana,Darius,Ashe,Fiora,Azir,LeeSin,Vayne,Thresh
0,Bard,Teemo,Jinx,MasterYi,Yasuo,Brand,Warwick,Caitlyn,Braum,Jax
1,Chogath,Caitlyn,Kayn,Lulu,Irelia,Thresh,Vayne,Kayle,Galio,Sejuani
0,TwistedFate,Ashe,Rumble,Kindred,Bard,Fiora,Lulu,Brand,Kayn,Tristana
1,Fiddlesticks,Orianna,Rengar,Nasus,Lucian,Gragas,DrMundo,Draven,Syndra,Lux
1,Elise,Velkoz,Ahri,Lucian,Janna,Khazix,Shen,Xayah,Lux,Orianna
0,Lucian,Zilean,Zed,Rumble,TahmKench,Yasuo,Thresh,RekSai,Gragas,Twitch
0,Twitch,Ziggs,Ashe,Riven,Bard,Thresh,Warwick,Lucian,Caitlyn,Gnar
1,Rengar,Maokai,Riven,Twitch,Velkoz,Tristana,Nami,TwistedFate,Trundle,Garen
0,Zed,Twitch,MasterYi,Brand,Maokai,Veigar,Ornn,Janna,Varus,Gragas
1,Karma,Lucian,Lux,Tryndamere,Trundle,JarvanIV,Galio,Orianna,Thresh,Xayah
1,Elise,Blitzcrank,Corki,Darius,Ahri,Jax,Lulu,Braum,Caitlyn,Gragas
0,Amumu,Leona,Yorick,Lux,Draven,Veigar,Teemo,Warwick,Caitlyn,Poppy
0,Singed,Twitch,Brand,Nautilus,Akali,Tristana,Lulu,MonkeyKing,Hecarim,Malzahar
1,Rengar,Janna,Jax,Gangplank,Xayah,Vi,Fiora,Rakan,Annie,Ashe
0,Rammus,Soraka,KogMaw,Syndra,Irelia,MasterYi,Jinx,Blitzcrank,TwistedFate,Riven
1,Gangplank,JarvanIV,Taliyah,Nautilus,Teemo,Xayah,Rengar,Chogath,Shaco,LeeSin
0,Jhin,Yasuo,Garen,Thresh,LeeSin,Morgana,Ezreal,Chogath,Mordekaiser,Olaf
1,Nocturne,Zed,Blitzcrank,Caitlyn,Malphite,Thresh,Ezreal,Riven,Twitch,Velkoz
1,JarvanIV,Volibear,KogMaw,Blitzcrank,Teemo,Vayne,Janna,Sejuani,Karthus,Ezreal
0,Galio,Ornn,KogMaw,Nami,Twitch,Tristana,Janna,Elise,Orianna,JarvanIV
1,Yasuo,Katarina,Xayah,Rakan,Ornn,LeeSin,Vayne,Morgana,Anivia,Talon
0,Zed,MasterYi,Ekko,Karma,Twitch,Trundle,Thresh,Tristana,Nautilus,Annie
1,Draven,Nami,Kled,Zed,Amumu,LeeSin,Thresh,Xayah,Gangplank,Fizz
0,Ekko,MissFortune,Vi,Janna,Renekton,Fiora,Kindred,KogMaw,Sona,Ziggs
1,Brand,Darius,Jinx,Warwick,Lux,Nasus,MasterYi,Blitzcrank,Fizz,Tristana
0,Twitch,Riven,Ahri,Ivern,Rakan,Janna,Sivir,Rammus,Garen,Brand
1,Cassiopeia,Camille,Shen,Lucian,Braum,Xayah,Warwick,Rakan,Fizz,Volibear
1,Anivia,Maokai,Nami,Draven,MasterYi,Mordekaiser,Twitch,Alistar,Lucian,Gragas
1,Jinx,Warwick,Bard,Fiora,Orianna,Lucian,Mordekaiser,Vayne,Ahri,Poppy
1,Trundle,Xerath,Thresh,MissFortune,XinZhao,Jhin,Taric,Chogath,MonkeyKing,Malzahar
1,Gangplank,Ezreal,Soraka,Gragas,Jayce,Rakan,Xayah,Hecarim,Corki,Tryndamere
1,Sion,Nautilus,Vayne,Velkoz,Lux,Warwick,Morgana,Lucian,Galio,Ahri
0,Soraka,Tristana,Ekko,Elise,Nasus,Warwick,TwistedFate,Vayne,Nami,Galio
0,Nami,Ashe,JarvanIV,Fizz,Olaf,Diana,Rakan,Sion,Jinx,Ahri
0,LeeSin,Caitlyn,Anivia,Blitzcrank,Teemo,Maokai,Orianna,Alistar,Nunu,Tristana
0,Anivia,Olaf,Heimerdinger,Jhin,Rakan,Tristana,Rumble,Kayn,Teemo,Ekko
1,Urgot,Alistar,Warwick,Tristana,Orianna,Azir,Xayah,Kayn,Thresh,Trundle
1,Rengar,Lucian,Blitzcrank,Anivia,Twitch,Morgana,Soraka,Hecarim,Malzahar,Caitlyn
1,Thresh,Xayah,Gragas,Gnar,Maokai,Blitzcrank,Ekko,Gangplank,Tristana,LeeSin
1,Bard,Gangplank,Yasuo,Tristana,Malzahar,Janna,Corki,Lucian,Kayn,Taric
0,Ezreal,Gragas,Karma,Kayle,Ornn,Zac,Zed,KogMaw,DrMundo,Janna
0,Viktor,Twitch,Nami,Yasuo,Shaco,Chogath,MissFortune,Sion,Heimerdinger,Velkoz
1,Kassadin,Riven,Vayne,Vi,Karma,Tristana,Fiddlesticks,Twitch,Velkoz,JarvanIV
1,Orianna,Xayah,Rakan,Warwick,XinZhao,Nasus,LeeSin,Fizz,MissFortune,Blitzcrank
0,Leona,KogMaw,Kassadin,Ornn,Orianna,Amumu,Camille,TwistedFate,Thresh,Varus
0,Tristana,Ekko,Zed,Lulu,Chogath,Trundle,Orianna,Caitlyn,Jax,Thresh
0,Trundle,Tristana,Janna,Zed,Vladimir,Ekko,Gnar,Xayah,Nami,Kayn
1,MissFortune,Thresh,Hecarim,Tryndamere,Lux,Jinx,Kayn,Gragas,Veigar,Sona
1,Vladimir,Kalista,Alistar,Jayce,Kayn,Blitzcrank,Khazix,Lucian,Irelia,Cassiopeia
0,Khazix,Twitch,Janna,Lulu,Darius,Zed,Singed,Thresh,Tristana,JarvanIV
1,Swain,Ashe,Gragas,Veigar,Zyra,Maokai,Karma,Jinx,Lux,Ornn
1,Ashe,Braum,Poppy,Evelynn,Katarina,Orianna,Nasus,Jax,Tristana,Thresh
1,Tristana,LeeSin,Nasus,Annie,Taric,Kalista,Khazix,Lulu,Galio,Ekko
0,Kayn,LeeSin,Malzahar,Alistar,Vayne,Anivia,Rammus,Galio,Varus,Poppy
1,Camille,Ezreal,Lulu,Xayah,Kayn,Karthus,Vayne,Darius,Maokai,Corki
0,Khazix,Orianna,Sivir,Jayce,Soraka,Zyra,Kayle,Kayn,Jhin,JarvanIV
0,Blitzcrank,Garen,Chogath,Lucian,TwistedFate,Jhin,Khazix,Irelia,Leblanc,Shen
0,MissFortune,Darius,Nautilus,Veigar,Warwick,Pantheon,Sejuani,Anivia,Janna,Vayne
1,Shaco,Renekton,Sion,Ashe,Zed,Rakan,Tristana,MasterYi,JarvanIV,Kassadin
1,Hecarim,Bard,Malzahar,Garen,Jhin,Akali,Sona,Yasuo,Gragas,MissFortune
1,Yasuo,Hecarim,Lucian,Malzahar,Riven,Tryndamere,Thresh,Kennen,Jinx,Kled
1,Poppy,Galio,Orianna,MasterYi,Twitch,LeeSin,Tristana,Leona,Lux,Yasuo
0,Mordekaiser,Caitlyn,Kayle,Orianna,Thresh,Blitzcrank,Twitch,Malzahar,Gragas,JarvanIV
1,Maokai,Orianna,Xayah,Janna,Udyr,TwistedFate,Chogath,KogMaw,Ornn,Garen
1,Blitzcrank,AurelionSol,Gnar,LeeSin,Draven,Janna,Kindred,Twitch,Viktor,Darius
0,Darius,Jinx,Veigar,Amumu,Rakan,Yasuo,Kalista,Jax,Thresh,Kled
0,Yasuo,JarvanIV,Ashe,Kayle,Janna,Maokai,Anivia,Nocturne,Soraka,Varus
0,Teemo,Morgana,Graves,Veigar,Vayne,Ashe,Tryndamere,Urgot,Talon,Brand
0,Kindred,Xayah,Thresh,Gnar,Fizz,Gragas,Morgana,Ashe,Garen,MasterYi
1,Sona,Gnar,Corki,Xayah,JarvanIV,Quinn,Twitch,Janna,Zed,Rumble
1,Kindred,Lucian,Warwick,Zyra,Fizz,Thresh,Jayce,Lux,Nunu,Ashe
0,Thresh,Rammus,Jayce,Jhin,Yorick,Fiora,Maokai,Tristana,Lulu,Fizz
0,Xayah,Kayn,Fiora,Nami,Cassiopeia,Vi,Vayne,Thresh,Riven,Fizz
0,Teemo,Nami,Khazix,Lucian,Zed,MasterYi,Braum,Garen,Tryndamere,Jinx
1,Rakan,Lissandra,Malzahar,MissFortune,Shaco,XinZhao,Yasuo,Viktor,Ezreal,Thresh
1,Kayn,Shen,Corki,Jhin,Pantheon,Orianna,Rumble,Brand,Heimerdinger,Xayah
1,JarvanIV,Zed,Anivia,Vayne,Mordekaiser,Lissandra,Tristana,Vi,Rakan,Annie
0,Khazix,Talon,Jayce,Janna,Caitlyn,Vayne,Gragas,Jinx,Lulu,Katarina
0,Leblanc,Lucian,Skarner,Soraka,Kled,Velkoz,Camille,Thresh,MasterYi,Jhin
1,Tristana,Warwick,Velkoz,Darius,Cassiopeia,Xayah,Gnar,Blitzcrank,Khazix,Leblanc
1,Rammus,Vayne,Nasus,Fizz,Soraka,Leblanc,Akali,Warwick,Thresh,Sivir
0,Lucian,LeeSin,Lux,Twitch,Thresh,Kayle,Ahri,Ashe,Bard,Gangplank
1,Soraka,Caitlyn,Amumu,Kassadin,Jayce,LeeSin,Nasus,Lux,MissFortune,Leona
0,Olaf,Draven,Pantheon,Bard,Ziggs,Teemo,Yasuo,Thresh,Tristana,Kayn
1,Rakan,Sivir,Warwick,Ornn,Xerath,Syndra,Riven,Kayn,Tristana,Thresh
1,Gangplank,Rammus,Riven,Vayne,Leona,Nasus,Brand,Ivern,Ziggs,Sivir
0,Ezreal,Velkoz,Thresh,Olaf,JarvanIV,Ahri,Evelynn,Alistar,Vayne,Jayce
1,Talon,Ezreal,Zyra,Jhin,Garen,Fizz,Soraka,Lucian,Veigar,Khazix
1,Braum,Tryndamere,Tristana,Diana,Galio,Viktor,Kayn,Garen,Morgana,Kalista
1,Alistar,Irelia,TwistedFate,Lucian,Ekko,Anivia,Jax,Vayne,Sejuani,Thresh
1,Nunu,Volibear,Leona,Riven,Jinx,Skarner,Malzahar,Ezreal,Gangplank,Yasuo
1,LeeSin,Nami,Draven,Gangplank,Morgana,Caitlyn,MasterYi,Ornn,Bard,Zed
0,Thresh,Ziggs,Draven,JarvanIV,Jhin,MonkeyKing,Ezreal,Corki,Volibear,Soraka
0,Zed,Draven,Mordekaiser,Nocturne,Morgana,Malzahar,Sona,Jayce,Jinx,Sejuani
0,Zac,Yasuo,Ornn,Tristana,Soraka,Warwick,Brand,Draven,Cassiopeia,Gangplank
0,Zac,Renekton,Ahri,TahmKench,Varus,Malzahar,Sejuani,Soraka,Yasuo,Ezreal
1,Xayah,Malzahar,Lulu,Galio,Tryndamere,Singed,Morgana,Udyr,Syndra,Tristana
1,Rumble,Zed,Leona,Fiddlesticks,Kalista,Yasuo,Xayah,Galio,MonkeyKing,Ornn
1,Jhin,Janna,Rammus,Riven,Orianna,Anivia,Gangplank,Blitzcrank,Tristana,Warwick
0,Ezreal,MonkeyKing,Lulu,MasterYi,Kayle,Nami,Jax,Tryndamere,Lissandra,Jinx
0,Nasus,Ryze,Nidalee,Janna,Sivir,Jhin,XinZhao,Karthus,Blitzcrank,Teemo
1,Tryndamere,Zac,Soraka,Vayne,Vladimir,Rammus,Jayce,Draven,Janna,Ekko
1,MissFortune,Thresh,Camille,Talon,Warwick,Viktor,Pantheon,Rakan,Tristana,LeeSin
0,Yasuo,LeeSin,Tryndamere,MissFortune,Zilean,Lulu,Kalista,Brand,Riven,Sejuani
0,Tristana,Zed,Janna,Garen,Jax,Kayn,Blitzcrank,Caitlyn,Pantheon,Malzahar
0,Teemo,Morgana,MissFortune,Xerath,Kayn,XinZhao,Lux,Sona,Jinx,Trundle
1,Tristana,Blitzcrank,Ryze,Mordekaiser,Gragas,Udyr,Diana,Akali,Ornn,Lucian
0,Jhin,Janna,LeeSin,Diana,Jinx,Udyr,Thresh,Tristana,Cassiopeia,Renekton
0,Blitzcrank,Caitlyn,Leblanc,Kayle,MasterYi,Shyvana,Orianna,Kennen,Janna,Gangplank
0,Bard,Maokai,Lux,Darius,Lucian,Orianna,Kled,Blitzcrank,MissFortune,LeeSin
1,Ekko,MissFortune,Amumu,Thresh,Ryze,MasterYi,Blitzcrank,Jhin,Kennen,Zed
0,Teemo,Ivern,Vayne,Annie,Fizz,Shaco,Renekton,Nami,Lux,Ashe
0,Tristana,Kayn,Jayce,Thresh,Kayle,Karthus,Lux,Ezreal,Renekton,Ivern
0,Jhin,JarvanIV,Morgana,Darius,Draven,Twitch,Shen,Zac,Lulu,Fizz
1,Orianna,Graves,Varus,Gnar,Thresh,Vayne,Poppy,Yasuo,AurelionSol,Gragas
0,Ekko,Chogath,Taric,Vayne,Maokai,Nautilus,Lux,Ezreal,Alistar,Kayn
0,Leona,Urgot,Fizz,Jax,Tristana,Velkoz,Diana,Xayah,TahmKench,Camille
1,Kayn,Kalista,Kennen,Alistar,Jax,Riven,Gangplank,Morgana,Khazix,Xayah
1,Jhin,Bard,MasterYi,Zilean,Darius,Leona,Warwick,Twitch,Veigar,Zed
1,Lux,Tryndamere,Teemo,Riven,Sona,Elise,Twitch,Velkoz,Blitzcrank,Gangplank
0,Yasuo,Caitlyn,Volibear,Braum,Malphite,Riven,Jax,Ekko,Jhin,Blitzcrank
1,Jax,Lulu,Draven,Fizz,Skarner,Khazix,JarvanIV,Ahri,Lucian,Taric
1,Kled,Tristana,Ahri,Lulu,Chogath,MasterYi,Alistar,Lucian,Zed,Renekton
1,Bard,Maokai,Gnar,Jinx,Yasuo,Chogath,Blitzcrank,Teemo,Varus,Zed
1,Jax,Braum,Vayne,Garen,Cassiopeia,Teemo,Azir,Sejuani,Rakan,Draven
0,AurelionSol,Riven,Kayn,Corki,Lulu,Soraka,Lucian,Galio,Rammus,Vladimir
1,Malzahar,Thresh,Ezreal,Gnar,Zac,Jax,Ahri,Leona,Tryndamere,Caitlyn
1,Vayne,Warwick,Garen,Sona,Kassadin,Sion,Leblanc,RekSai,Soraka,Ashe
1,Jinx,Braum,Ornn,Shyvana,Zed,Yorick,MonkeyKing,Gangplank,Annie,Xayah
0,Teemo,Soraka,Zac,Syndra,Kalista,Malzahar,Sejuani,Darius,Tristana,Lulu
0,Yasuo,JarvanIV,Lulu,Tristana,Ivern,Vladimir,Irelia,Ornn,Velkoz,Ezreal
1,Vladimir,Draven,Morgana,JarvanIV,Annie,Tristana,XinZhao,Gangplank,TwistedFate,Rakan
1,Rakan,Varus,Brand,Shaco,Teemo,Fiddlesticks,Jhin,Thresh,Urgot,Azir
0,Vladimir,Lucian,Galio,Brand,JarvanIV,Zac,Sion,Janna,Ashe,Morgana
1,Ahri,Xayah,Rakan,Kled,MonkeyKing,Shaco,LeeSin,Soraka,Lissandra,Lucian
0,Olaf,Ezreal,Chogath,Janna,Ekko,Morgana,Ahri,Shyvana,Jayce,Draven
1,Nami,TahmKench,TwistedFate,Tristana,Kayn,Lulu,Olaf,KogMaw,Chogath,Fizz
0,Jax,Diana,Thresh,Jinx,Lux,Akali,Braum,Warwick,Nasus,Twitch
1,Morgana,Zyra,Twitch,Nidalee,Gnar,Ekko,Volibear,Sivir,Rakan,Kayn
